Filing Date/Time,Publication Date/Time,Document Date,Source,Disclosing Organisation LEI,Disclosing Organisation Name,Description,Category,ESEF Type,Download Link,Related Organisation(s)
24/09/2025 14:19,24/09/2025 14:19,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5834324.html,
24/09/2025 10:25,24/09/2025 10:25,,Regulatory News Services (RNS),213800RT5DKKL9FMGO10,Puma VCT 13 PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5834013.html,
24/09/2025 10:06,24/09/2025 10:06,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250924352803.html,
23/09/2025 13:57,23/09/2025 13:57,,Regulatory News Services (RNS),,Royal Bank of Canada,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5832412.html,
23/09/2025 12:42,23/09/2025 12:42,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250923951354.html,
23/09/2025 10:51,23/09/2025 10:51,,Regulatory News Services (RNS),549300VML6THE3JJOS76,iShares VI PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5832221.html,
23/09/2025 10:49,23/09/2025 10:48,22/09/2025,Direct Upload,549300VML6THE3JJOS76,iShares VI plc,iShares VI plc - Prospectus update,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129665/NI-000129665.pdf,
23/09/2025 10:15,23/09/2025 10:15,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250923149465.html,
23/09/2025 08:59,19/09/2025 11:05,19/09/2025,FCA,213800JQLWHE8NQYXX31,Aldermore Group PLC,Aldermore Group PLC - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129607/NI-000129607.pdf,
23/09/2025 06:00,23/09/2025 06:00,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5830786.html,
22/09/2025 17:27,22/09/2025 17:26,22/09/2025,Direct Upload,549300YDM1GFZR5B4U80,iShares Plc,iShares plc - Prospectus update,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129595/NI-000129595.pdf,
22/09/2025 17:23,22/09/2025 17:23,,Regulatory News Services (RNS),549300YDM1GFZR5B4U80,iShares PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5830756.html,
19/09/2025 14:13,19/09/2025 14:13,19/09/2025,Direct Upload,549300ZP07LMR36K1T02,iShares IV PLC,Prospectus - iShares IV 19.9.2025,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129444/NI-000129444.pdf,
19/09/2025 14:02,19/09/2025 14:02,,Regulatory News Services (RNS),549300ZP07LMR36K1T02,iShares IV PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5828634.html,
19/09/2025 10:07,17/09/2025 09:15,17/09/2025,FCA,JHE42UYNWWTJB8YTTU19,Australia and New Zealand Banking Group Limited,Australia and New Zealand Banking Group Limited - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129368/NI-000129368.pdf,
19/09/2025 10:07,17/09/2025 09:39,17/09/2025,FCA,JHE42UYNWWTJB8YTTU19,Australia and New Zealand Banking Group Limited,Australia and New Zealand Banking Group Limited - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129367/NI-000129367.pdf,
19/09/2025 10:07,17/09/2025 09:42,17/09/2025,FCA,2138001P49OLAEU33T68,Phoenix Group Holdings plc,Phoenix Group Holdings plc - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129366/NI-000129366.pdf,
19/09/2025 10:07,17/09/2025 09:45,17/09/2025,FCA,549300YZ10WOWPBPDW20;KX1WK48MPD4Y2NCUIZ63,NATIXIS STRUCTURED ISSUANCE SA;Natixis,NATIXIS STRUCTURED ISSUANCE SA;Natixis - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129365/NI-000129365.pdf,
19/09/2025 10:07,17/09/2025 09:22,17/09/2025,FCA,213800HR3R4WFICYFN46;213800K2EJ4CM6G9K687;213800MWOA6W221PI432,NORTHERN VENTURE TRUST PLC;Northern 2 VCT PLC;Northern 3 VCT plc,NORTHERN VENTURE TRUST PLC;Northern 2 VCT PLC;Northern 3 VCT plc - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129364/NI-000129364.pdf,
19/09/2025 08:40,19/09/2025 08:40,,Regulatory News Services (RNS),213800FKA5MF17RJKT63,British American Tobacco PLC,Pricing Notes Offering,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5828073.html,
19/09/2025 06:00,19/09/2025 06:00,,Regulatory News Services (RNS),529900BA5ILEL308WX03,China Pacific Insurance Grp Co. Ltd,Publication of Offering Circular of Bonds,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5827849.html,
18/09/2025 13:34,18/09/2025 13:34,,Regulatory News Services (RNS),KX1WK48MPD4Y2NCUIZ63,Natixis,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5826803.html,
18/09/2025 13:11,16/09/2025 09:54,16/09/2025,FCA,82VOJDD5PTRDMVVMGV31;6SHGI4ZSSLCXXQSBB395;549300EVRWDWFJUNNP53,Citigroup Global Markets Holdings Inc.;Citigroup Inc.;CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A.,Citigroup Global Markets Holdings Inc.;Citigroup Inc.;CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A. - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129338/NI-000129338.pdf,
18/09/2025 13:11,16/09/2025 09:27,16/09/2025,FCA,21380013CXOR8N6OD977,Foresight Technology VCT plc,Foresight Technology VCT plc - Summary Document,Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129335/NI-000129335.pdf,
18/09/2025 09:43,18/09/2025 09:43,,Regulatory News Services (RNS),529900BA5ILEL308WX03,China Pacific Insurance Grp Co. Ltd,Completion of the Issue of Convertible Bonds,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5826423.html,
18/09/2025 09:40,18/09/2025 09:40,,Regulatory News Services (RNS),529900BA5ILEL308WX03,China Pacific Insurance Grp Co. Ltd,Notice of Listing of Convertible Bonds,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5826416.html,
18/09/2025 07:00,18/09/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues GBP 10 million notes under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001128590-en.html,
18/09/2025 07:00,18/09/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 10 miljoonan Englannin punnan joukkovelkakirjalainan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001128590-fi.html,
18/09/2025 07:00,18/09/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,The notes redeemed by Municipality Finance have been removed from trading at Nasdaq Helsinki,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001128261-en.html,
18/09/2025 07:00,18/09/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus Oyj:n ennenaikaisesti eräännyttämä joukkovelkakirja on poistettu pörssilistalta,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001128261-fi.html,
17/09/2025 16:15,17/09/2025 16:15,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250917962390.html,
17/09/2025 14:00,17/09/2025 14:00,,GlobeNewswire (GNW),213800HR3R4WFICYFN46,Northern Venture Trust PLC,Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/GNW/1001128472-en.html,
17/09/2025 14:00,17/09/2025 14:00,,GlobeNewswire (GNW),213800K2EJ4CM6G9K687,Northern 2 VCT PLC,Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/GNW/1001128474-en.html,
17/09/2025 14:00,17/09/2025 14:00,,GlobeNewswire (GNW),213800MWOA6W221PI432,Northern 3 VCT PLC,Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/GNW/1001128475-en.html,
17/09/2025 13:45,17/09/2025 13:45,,Regulatory News Services (RNS),,Royal Bank of Canada,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5824996.html,
17/09/2025 13:40,17/09/2025 13:40,,Regulatory News Services (RNS),2138001P49OLAEU33T68,Phoenix Group Holdings PLC,Publication of a Supplementary Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5824978.html,
17/09/2025 09:47,17/09/2025 09:47,,Regulatory News Services (RNS),JHE42UYNWWTJB8YTTU19,Australia & New Zealand Banking Grp,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5824662.html,
17/09/2025 09:45,17/09/2025 09:45,,Regulatory News Services (RNS),JHE42UYNWWTJB8YTTU19,Australia & New Zealand Banking Grp,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5824660.html,
17/09/2025 09:18,15/09/2025 10:09,15/09/2025,Direct Upload,JHE42UYNWWTJB8YTTU19,Australia and New Zealand Banking Group Limited,Australia and New Zealand Banking Group Limited - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129171/NI-000129171.pdf,
17/09/2025 09:18,15/09/2025 10:06,15/09/2025,FCA,JHE42UYNWWTJB8YTTU19,Australia and New Zealand Banking Group Limited,Australia and New Zealand Banking Group Limited - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129170/NI-000129170.pdf,
17/09/2025 06:00,17/09/2025 06:00,,GlobeNewswire (GNW),21380013CXOR8N6OD977,Foresight Technology VCT PLC,Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/GNW/1001128344-en.html,
16/09/2025 15:03,16/09/2025 15:03,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250916889243.html,
16/09/2025 10:07,12/9/25 10:35,12/9/25,FCA,213800XCDAOPJBNOI483,Guinness VCT plc,Guinness VCT plc - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129103/NI-000129103.pdf,
16/09/2025 10:07,12/9/25 11:12,12/9/25,FCA,G5GSEF7VJP5I7OUK5573,BARCLAYS BANK PLC,BARCLAYS BANK PLC - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129102/NI-000129102.pdf,
16/09/2025 10:07,12/9/25 8:19,12/9/25,FCA,3UKPTDP5PGQRH8AUK042;724500OPA8GZSQUNSR96;HJZQGXYTVV2NWJZLPW74;Z2VZBHUMB7PWWJ63I008,Toyota Finance Australia Limited;TOYOTA MOTOR FINANCE (NETHERLANDS) B.V.;TOYOTA CREDIT CANADA INC;TOYOTA MOTOR CREDIT CORPORATION,Toyota Finance Australia Limited;TOYOTA MOTOR FINANCE (NETHERLANDS) B.V.;TOYOTA CREDIT CANADA INC;TOYOTA MOTOR CREDIT CORPORATION - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129101/NI-000129101.pdf,
16/09/2025 09:41,16/09/2025 09:41,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250916901054.html,
16/09/2025 09:20,16/09/2025 09:19,15/09/2025,Direct Upload,549300QETNU1W5JY7Z94,iShares V PLC,iShares V plc prospectus update,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129105/NI-000129105.pdf,
16/09/2025 09:09,16/09/2025 09:09,,Regulatory News Services (RNS),549300O5KAG21BMZ8N83,Doha Bank Q.P.S.C.,Publication of Pricing Supplement,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5822611.html,
16/09/2025 08:11,16/09/2025 08:00,15/09/2025,Direct Upload,549300EVRWDWFJUNNP53,CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A.,"Issue of up to GBP 5,500,000 Citigroup Global Markets Funding Luxembourg S.C.A. Notes due November 2031 linked to Preference Shares of Citigroup Global Markets Funding Luxembourg S.C.A. CGMFL129891",Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000129100/NI-000129100.pdf,
16/09/2025 07:00,16/09/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Kuntarahoitus Oyj,Kuntarahoitus laskee liikkeeseen 1 miljardin Norjan kruunun lisäyksen joukkovelkakirjalainaan osana joukkovelkakirjalainaohjelmaa,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001127983-fi.html,
16/09/2025 07:00,16/09/2025 07:00,,GlobeNewswire (GNW),529900HEKOENJHPNN480,Municipality Finance Plc,Municipality Finance issues a NOK 1 billion tap under its MTN programme,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/GNW/1001127983-en.html,
15/09/2025 16:15,15/09/2025 16:15,,Regulatory News Services (RNS),549300QETNU1W5JY7Z94,iShares V PLC,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5821339.html,
15/09/2025 10:34,15/09/2025 10:34,,Regulatory News Services (RNS),JHE42UYNWWTJB8YTTU19,Australia & New Zealand Banking Grp,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5821074.html,
15/09/2025 10:33,15/09/2025 10:33,,Regulatory News Services (RNS),JHE42UYNWWTJB8YTTU19,Australia & New Zealand Banking Grp,Publication of Suppl.Prospcts,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5821069.html,
15/09/2025 10:06,11/9/25 9:17,11/9/25,FCA,2138004G59FXEAZ6IO10,COVENTRY BUILDING SOCIETY,COVENTRY BUILDING SOCIETY - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128998/NI-000128998.pdf,
15/09/2025 10:06,11/9/25 9:09,11/9/25,FCA,254900F3ZHVS78UV6D89,Blackfinch Spring VCT plc,Blackfinch Spring VCT plc - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128997/NI-000128997.pdf,
15/09/2025 06:00,15/09/2025 06:00,,Regulatory News Services (RNS),213800NURUF5W8QSK566,Sirius Real Estate Limited,Sirius issues €105 million of notes in bond tap ,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5819825.html,
12/9/25 16:15,12/9/25 16:15,,Regulatory News Services (RNS),VKU1UKDS9E7LYLMACP54,Inter-American Development Bank,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5819648.html,
12/9/25 12:05,12/9/25 12:05,,Regulatory News Services (RNS),213800XCDAOPJBNOI483,Guinness VCT PLC,Publication of Prospectus and Circular,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5819396.html,
12/9/25 11:34,12/9/25 11:28,12/9/25,Direct Upload,3UKPTDP5PGQRH8AUK042;Z2VZBHUMB7PWWJ63I008;724500OPA8GZSQUNSR96;HJZQGXYTVV2NWJZLPW74,Toyota Finance Australia Limited;TOYOTA MOTOR CREDIT CORPORATION;TOYOTA MOTOR FINANCE (NETHERLANDS) B.V.;TOYOTA CREDIT CANADA INC,Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128938/NI-000128938.pdf,
12/9/25 11:30,12/9/25 11:30,,Regulatory News Services (RNS),Z2VZBHUMB7PWWJ63I008,Toyota Motor Credit Corp,Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5819322.html,
12/9/25 11:29,12/9/25 11:29,,Regulatory News Services (RNS),3UKPTDP5PGQRH8AUK042,Toyota Finance Australia Ld,Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5819318.html,
12/9/25 11:29,12/9/25 11:29,,Regulatory News Services (RNS),HJZQGXYTVV2NWJZLPW74,Toyota Credit Canada Inc,Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5819315.html,
12/9/25 11:28,12/9/25 11:28,,Regulatory News Services (RNS),724500OPA8GZSQUNSR96,Toyota Motor Fin (Netherlands) B.V.,Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5819311.html,
12/9/25 10:43,12/9/25 10:43,,Regulatory News Services (RNS),213800L5VZHLHFDW4I46,Sovereign Housing Capital Plc,Publication of Pricing Supplement ,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5819239.html,
12/9/25 9:15,10/9/25 10:18,10/9/25,FCA,NQQ6HPCNCCU6TUTQYE16,BANK OF MONTREAL,BANK OF MONTREAL - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128891/NI-000128891.pdf,
12/9/25 9:15,10/9/25 10:00,10/9/25,FCA,5493007DFAVKU7UOGR47,SA Global Sukuk Limited,SA Global Sukuk Limited - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128890/NI-000128890.pdf,
12/9/25 9:14,10/9/25 10:15,10/9/25,FCA,635400GQU6WKILM5R975,HANetf ETC Securities plc,HANetf ETC Securities plc - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128889/NI-000128889.pdf,
11/9/25 14:23,11/9/25 14:23,,Regulatory News Services (RNS),2138004G59FXEAZ6IO10,Coventry Building Society,Publication of a Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5817677.html,
11/9/25 13:35,11/9/25 13:35,,Regulatory News Services (RNS),NQQ6HPCNCCU6TUTQYE16,Bank of Montreal,Publication of a Prospectus ,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5817610.html,
11/9/25 11:00,11/9/25 11:00,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250911384016.html,
11/9/25 10:49,11/9/25 10:49,,Regulatory News Services (RNS),254900F3ZHVS78UV6D89,Blackfinch Spring VCT PLC,Publication of Prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/RNS/5817448.html,
11/9/25 10:41,11/9/25 10:30,10/9/25,Direct Upload,549300EVRWDWFJUNNP53,CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A.,"Issue of up to GBP 5,500,000 Coupon Barrier Autocall Notes due November 2035 linked to the FTSE® 100 Equally Weighted 45 Point Decrement Index",Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128870/NI-000128870.pdf,
11/9/25 10:40,11/9/25 10:40,,Regulatory News Services (RNS),MLU0ZO3ML4LN2LL2TL39,HSBC Holdings PLC,Issuance of senior unsecured bonds,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/RNS/5817102.html,
11/9/25 10:39,11/9/25 10:30,10/9/25,Direct Upload,549300EVRWDWFJUNNP53,CITIGROUP GLOBAL MARKETS FUNDING LUXEMBOURG S.C.A.,"Issue of up to GBP 5,500,000 Memory Coupon Barrier Autocall Notes due November 2035 linked to the FTSE® 100 Equally Weighted 45 Point Decrement Index",Prospectus Summary,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128868/NI-000128868.pdf,
11/9/25 9:23,11/9/25 9:23,,Business Wire (BWI),,UKDMO,Issue of Debt,Issue of Debt,,https://data.fca.org.uk/artefacts/NSM/BWI/20250911727277.html,
11/9/25 9:13,9/9/25 12:33,9/9/25,FCA,5493003FCPSE9RKT4B56;IGJSJL3JD5P30I6NJZ34;4PQUHN3JPFGFNF3BB653;KG1FTTDCK4KNVM3OHB52,MORGAN STANLEY FINANCE LLC;MORGAN STANLEY;Morgan Stanley & Co. International PLC;Morgan Stanley B.V,MORGAN STANLEY FINANCE LLC;MORGAN STANLEY;Morgan Stanley & Co. International PLC;Morgan Stanley B.V - Supplementary Prospectus,Publication of a Supplementary Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128808/NI-000128808.pdf,
11/9/25 9:13,9/9/25 9:45,9/9/25,FCA,213800JXNDC257C21Q43,Riverside Finance plc,Riverside Finance plc - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128807/NI-000128807.pdf,
11/9/25 9:13,9/9/25 9:28,9/9/25,FCA,213800N1B1HCQG2W4V90,The European Smaller Companies Trust PLC,The European Smaller Companies Trust PLC - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128806/NI-000128806.pdf,
11/9/25 9:13,9/9/25 10:38,9/9/25,FCA,213800MV7MVV2B8QHS35,Puma AIM VCT plc,Puma AIM VCT plc - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128805/NI-000128805.pdf,
11/9/25 9:13,9/9/25 8:13,9/9/25,FCA,213800RLWAGHVUX8HR40,Pembroke VCT plc,Pembroke VCT plc - Single prospectus,Publication of a Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128804/NI-000128804.pdf,
11/9/25 9:13,9/9/25 9:58,9/9/25,FCA,9845007E2COKE69C9J55,Valour Digital Securities Limited,Valour Digital Securities Limited - Base prospectus (debt),Base Prospectus,,https://data.fca.org.uk/artefacts/NSM/Portal/NI-000128803/NI-000128803.pdf,
